location,year,plot,block,variety,inoculum,inocType,isolate,dt,odate,dap,syInc_dy,syinc_cum,myInc_obs,myInc_cum,myInc_dy,incAll4_dy,incAll4_cum,incAll4_obs,syInc_obs,germ_dy/dt,sy_dy/dt,can_cover
Live Oak,2019,213,2,TUF297,Cont-Grn,G_c,0,5,7/10/2019,49,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,213,2,TUF297,Cont-Grn,G_c,0,14,7/24/2019,63,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,213,2,TUF297,Cont-Grn,G_c,0,16,8/9/2019,79,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,213,2,TUF297,Cont-Grn,G_c,0,13,8/22/2019,92,20,20,0,0,0,20,20,20,20,0,1.538461538,
Live Oak,2019,213,2,TUF297,Cont-Grn,G_c,0,13,9/4/2019,105,0,20,0,0,0,0,20,0,0,0,0,
Live Oak,2019,213,2,TUF297,Cont-Grn,G_c,0,14,9/18/2019,119,0,20,0,0,0,0,20,0,0,0,0,
Live Oak,2019,214,2,TUF297,Grn-JA25,Grn,JAMA225,44,7/5/2019,44,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,214,2,TUF297,Grn-JA25,Grn,JAMA225,5,7/10/2019,49,10,10,10,10,10,15,15,15,10,2,2,
Live Oak,2019,214,2,TUF297,Grn-JA25,Grn,JAMA225,14,7/24/2019,63,0,10,10,15,5,5,20,10,0,0.357142857,0,
Live Oak,2019,214,2,TUF297,Grn-JA25,Grn,JAMA225,16,8/9/2019,79,70,80,0,15,0,60,80,80,80,0,4.375,
Live Oak,2019,214,2,TUF297,Grn-JA25,Grn,JAMA225,13,8/22/2019,92,5,85,0,15,0,5,85,60,60,0,0.384615385,
Live Oak,2019,214,2,TUF297,Grn-JA25,Grn,JAMA225,13,9/4/2019,105,0,85,15,25,10,0,85,20,20,0.769230769,0,
Live Oak,2019,214,2,TUF297,Grn-JA25,Grn,JAMA225,14,9/18/2019,119,0,85,0,25,0,0,85,0,0,0,0,
Live Oak,2019,215,2,TUF297,Control,Con,0,44,7/5/2019,44,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,215,2,TUF297,Control,Con,0,5,7/10/2019,49,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,215,2,TUF297,Control,Con,0,14,7/24/2019,63,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,215,2,TUF297,Control,Con,0,16,8/9/2019,79,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,215,2,TUF297,Control,Con,0,13,8/22/2019,92,10,10,0,0,0,10,10,10,10,0,0.769230769,
Live Oak,2019,215,2,TUF297,Control,Con,0,13,9/4/2019,105,0,10,0,0,0,0,10,0,0,0,0,
Live Oak,2019,215,2,TUF297,Control,Con,0,14,9/18/2019,119,0,10,0,0,0,0,10,0,0,0,0,
Live Oak,2019,216,2,TUF297,Scl-MA22,Scl,MA22,44,7/5/2019,44,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,216,2,TUF297,Scl-MA22,Scl,MA22,5,7/10/2019,49,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,216,2,TUF297,Scl-MA22,Scl,MA22,14,7/24/2019,63,35,35,45,45,45,45,45,45,35,3.214285714,2.5,
Live Oak,2019,216,2,TUF297,Scl-MA22,Scl,MA22,16,8/9/2019,79,45,80,0,45,0,40,85,70,70,0,2.8125,
Live Oak,2019,216,2,TUF297,Scl-MA22,Scl,MA22,13,8/22/2019,92,0,80,0,45,0,0,85,25,25,0,0,
Live Oak,2019,216,2,TUF297,Scl-MA22,Scl,MA22,13,9/4/2019,105,0,80,5,45,0,0,85,5,5,0,0,
Live Oak,2019,216,2,TUF297,Scl-MA22,Scl,MA22,14,9/18/2019,119,0,80,10,45,0,0,85,10,0,0,0,
Live Oak,2019,301,3,TUF297,Scl-MA22,Scl,MA22,44,7/5/2019,44,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,301,3,TUF297,Scl-MA22,Scl,MA22,5,7/10/2019,49,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,301,3,TUF297,Scl-MA22,Scl,MA22,14,7/24/2019,63,10,10,20,20,20,20,20,20,10,1.428571429,0.714285714,
Live Oak,2019,301,3,TUF297,Scl-MA22,Scl,MA22,16,8/9/2019,79,0,10,0,20,0,0,20,0,0,0,0,
Live Oak,2019,301,3,TUF297,Scl-MA22,Scl,MA22,13,8/22/2019,92,75,85,0,20,0,65,85,80,80,0,5.769230769,
Live Oak,2019,301,3,TUF297,Scl-MA22,Scl,MA22,13,9/4/2019,105,10,95,15,35,15,10,95,60,60,1.153846154,0.769230769,
Live Oak,2019,301,3,TUF297,Scl-MA22,Scl,MA22,14,9/18/2019,119,5,100,0,35,0,5,100,60,60,0,0.357142857,
Live Oak,2019,302,3,TUF297,Grn-JA25,Grn,JAMA225,44,7/5/2019,44,20,20,15,15,15,20,20,20,20,0.340909091,0.454545455,
Live Oak,2019,302,3,TUF297,Grn-JA25,Grn,JAMA225,5,7/10/2019,49,25,45,5,15,0,25,45,30,30,0,5,
Live Oak,2019,302,3,TUF297,Grn-JA25,Grn,JAMA225,14,7/24/2019,63,30,75,25,35,20,30,75,65,65,1.428571429,2.142857143,
Live Oak,2019,302,3,TUF297,Grn-JA25,Grn,JAMA225,16,8/9/2019,79,0,75,0,35,0,0,75,0,0,0,0,
Live Oak,2019,302,3,TUF297,Grn-JA25,Grn,JAMA225,13,8/22/2019,92,5,80,0,35,0,5,80,40,40,0,0.384615385,
Live Oak,2019,302,3,TUF297,Grn-JA25,Grn,JAMA225,13,9/4/2019,105,0,80,5,40,5,0,80,35,35,0.384615385,0,
Live Oak,2019,302,3,TUF297,Grn-JA25,Grn,JAMA225,14,9/18/2019,119,20,100,0,40,0,20,100,80,80,0,1.428571429,
Live Oak,2019,303,3,TUF297,Scl-JA25,Scl,JAMA225,44,7/5/2019,44,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,303,3,TUF297,Scl-JA25,Scl,JAMA225,5,7/10/2019,49,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,303,3,TUF297,Scl-JA25,Scl,JAMA225,14,7/24/2019,63,0,0,10,10,10,10,10,10,0,0.714285714,0,
Live Oak,2019,303,3,TUF297,Scl-JA25,Scl,JAMA225,16,8/9/2019,79,0,0,0,10,0,0,10,0,0,0,0,
Live Oak,2019,303,3,TUF297,Scl-JA25,Scl,JAMA225,13,8/22/2019,92,0,0,0,10,0,0,10,0,0,0,0,
Live Oak,2019,303,3,TUF297,Scl-JA25,Scl,JAMA225,13,9/4/2019,105,10,10,5,15,5,10,20,10,10,0.384615385,0.769230769,
Live Oak,2019,303,3,TUF297,Scl-JA25,Scl,JAMA225,14,9/18/2019,119,15,25,0,15,0,10,30,15,15,0,1.071428571,
Live Oak,2019,304,3,TUF297,Grn-LE48,Grn,LE48,44,7/5/2019,44,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,304,3,TUF297,Grn-LE48,Grn,LE48,5,7/10/2019,49,0,0,10,10,10,10,10,10,0,2,0,
Live Oak,2019,304,3,TUF297,Grn-LE48,Grn,LE48,14,7/24/2019,63,85,85,60,60,50,75,85,85,85,3.571428571,6.071428571,
Live Oak,2019,304,3,TUF297,Grn-LE48,Grn,LE48,16,8/9/2019,79,10,95,0,60,0,10,95,40,40,0,0.625,
Live Oak,2019,304,3,TUF297,Grn-LE48,Grn,LE48,13,8/22/2019,92,0,95,0,60,0,0,95,40,40,0,0,
Live Oak,2019,304,3,TUF297,Grn-LE48,Grn,LE48,13,9/4/2019,105,0,95,5,65,5,0,95,40,40,0.384615385,0,
Live Oak,2019,304,3,TUF297,Grn-LE48,Grn,LE48,14,9/18/2019,119,0,95,0,65,0,0,95,60,60,0,0,
Live Oak,2019,305,3,TUF297,Cont-Grn,G_c,0,44,7/5/2019,44,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,305,3,TUF297,Cont-Grn,G_c,0,5,7/10/2019,49,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,305,3,TUF297,Cont-Grn,G_c,0,14,7/24/2019,63,10,10,25,25,25,25,25,25,10,1.785714286,0.714285714,
Live Oak,2019,305,3,TUF297,Cont-Grn,G_c,0,16,8/9/2019,79,25,35,20,35,10,15,40,25,25,0.625,1.5625,
Live Oak,2019,305,3,TUF297,Cont-Grn,G_c,0,13,8/22/2019,92,5,40,0,35,0,0,40,25,25,0,0.384615385,
Live Oak,2019,305,3,TUF297,Cont-Grn,G_c,0,13,9/4/2019,105,15,55,10,40,5,15,55,25,20,0.384615385,1.153846154,
Live Oak,2019,305,3,TUF297,Cont-Grn,G_c,0,14,9/18/2019,119,0,55,0,40,0,0,55,5,5,0,0,
Live Oak,2019,306,3,TUF297,Control,Con,0,44,7/5/2019,44,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,306,3,TUF297,Control,Con,0,5,7/10/2019,49,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,306,3,TUF297,Control,Con,0,14,7/24/2019,63,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,306,3,TUF297,Control,Con,0,16,8/9/2019,79,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,306,3,TUF297,Control,Con,0,13,8/22/2019,92,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,306,3,TUF297,Control,Con,0,13,9/4/2019,105,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,306,3,TUF297,Control,Con,0,14,9/18/2019,119,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,307,3,TUF297,Scl-LE48,Scl,LE48,44,7/5/2019,44,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,307,3,TUF297,Scl-LE48,Scl,LE48,5,7/10/2019,49,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,307,3,TUF297,Scl-LE48,Scl,LE48,14,7/24/2019,63,80,80,80,80,80,80,80,80,80,5.714285714,5.714285714,
Live Oak,2019,307,3,TUF297,Scl-LE48,Scl,LE48,16,8/9/2019,79,0,80,5,80,0,0,80,25,25,0,0,
Live Oak,2019,307,3,TUF297,Scl-LE48,Scl,LE48,13,8/22/2019,92,0,80,0,80,0,0,80,5,5,0,0,
Live Oak,2019,307,3,TUF297,Scl-LE48,Scl,LE48,13,9/4/2019,105,0,80,0,80,0,0,80,0,0,0,0,
Live Oak,2019,307,3,TUF297,Scl-LE48,Scl,LE48,14,9/18/2019,119,5,85,25,85,5,5,85,40,40,0.357142857,0.357142857,
Live Oak,2019,308,3,TUF297,Grn-MA22,Grn,MA22,44,7/5/2019,44,10,10,10,10,10,10,10,10,10,0.227272727,0.227272727,
Live Oak,2019,308,3,TUF297,Grn-MA22,Grn,MA22,5,7/10/2019,49,0,10,0,10,0,0,10,0,0,0,0,
Live Oak,2019,308,3,TUF297,Grn-MA22,Grn,MA22,14,7/24/2019,63,45,55,65,65,55,55,65,65,55,3.928571429,3.214285714,
Live Oak,2019,308,3,TUF297,Grn-MA22,Grn,MA22,16,8/9/2019,79,10,65,5,65,0,10,75,20,20,0,0.625,
Live Oak,2019,308,3,TUF297,Grn-MA22,Grn,MA22,13,8/22/2019,92,5,70,0,65,0,5,80,20,20,0,0.384615385,
Live Oak,2019,308,3,TUF297,Grn-MA22,Grn,MA22,13,9/4/2019,105,10,80,15,75,10,5,85,35,35,0.769230769,0.769230769,
Live Oak,2019,308,3,TUF297,Grn-MA22,Grn,MA22,14,9/18/2019,119,15,95,25,85,10,10,95,60,60,0.714285714,1.071428571,
Live Oak,2019,309,3,GA06G,Scl-MA22,Scl,MA22,44,7/5/2019,44,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,309,3,GA06G,Scl-MA22,Scl,MA22,5,7/10/2019,49,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,309,3,GA06G,Scl-MA22,Scl,MA22,14,7/24/2019,63,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,309,3,GA06G,Scl-MA22,Scl,MA22,16,8/9/2019,79,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,309,3,GA06G,Scl-MA22,Scl,MA22,13,8/22/2019,92,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,309,3,GA06G,Scl-MA22,Scl,MA22,13,9/4/2019,105,30,30,5,5,5,30,30,30,30,0.384615385,2.307692308,
Live Oak,2019,309,3,GA06G,Scl-MA22,Scl,MA22,14,9/18/2019,119,0,30,0,5,0,0,30,0,0,0,0,
Live Oak,2019,310,3,GA06G,Grn-LE48,Grn,LE48,44,7/5/2019,44,25,25,5,5,5,25,25,25,25,0.113636364,0.568181818,
Live Oak,2019,310,3,GA06G,Grn-LE48,Grn,LE48,5,7/10/2019,49,0,25,0,5,0,0,25,0,0,0,0,
Live Oak,2019,310,3,GA06G,Grn-LE48,Grn,LE48,14,7/24/2019,63,30,55,15,20,15,30,55,50,50,1.071428571,2.142857143,
Live Oak,2019,310,3,GA06G,Grn-LE48,Grn,LE48,16,8/9/2019,79,0,55,0,20,0,0,55,50,50,0,0,
Live Oak,2019,310,3,GA06G,Grn-LE48,Grn,LE48,13,8/22/2019,92,0,55,15,30,10,0,55,45,45,0.769230769,0,
Live Oak,2019,310,3,GA06G,Grn-LE48,Grn,LE48,13,9/4/2019,105,15,70,25,45,15,15,70,65,65,1.153846154,1.153846154,
Live Oak,2019,310,3,GA06G,Grn-LE48,Grn,LE48,14,9/18/2019,119,5,75,0,45,0,5,75,70,70,0,0.357142857,
Live Oak,2019,311,3,GA06G,Scl-JA25,Scl,JAMA225,44,7/5/2019,44,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,311,3,GA06G,Scl-JA25,Scl,JAMA225,5,7/10/2019,49,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,311,3,GA06G,Scl-JA25,Scl,JAMA225,14,7/24/2019,63,35,35,30,30,30,35,35,35,35,2.142857143,2.5,
Live Oak,2019,311,3,GA06G,Scl-JA25,Scl,JAMA225,16,8/9/2019,79,35,70,40,70,40,40,75,45,40,2.5,2.1875,
Live Oak,2019,311,3,GA06G,Scl-JA25,Scl,JAMA225,13,8/22/2019,92,5,75,10,75,5,5,80,30,30,0.384615385,0.384615385,
Live Oak,2019,311,3,GA06G,Scl-JA25,Scl,JAMA225,13,9/4/2019,105,0,75,0,75,0,0,80,20,20,0,0,
Live Oak,2019,311,3,GA06G,Scl-JA25,Scl,JAMA225,14,9/18/2019,119,5,80,0,75,0,5,85,15,15,0,0.357142857,
Live Oak,2019,312,3,GA06G,Scl-LE48,Scl,LE48,44,7/5/2019,44,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,312,3,GA06G,Scl-LE48,Scl,LE48,5,7/10/2019,49,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,312,3,GA06G,Scl-LE48,Scl,LE48,14,7/24/2019,63,65,65,70,70,70,70,70,70,65,5,4.642857143,
Live Oak,2019,312,3,GA06G,Scl-LE48,Scl,LE48,16,8/9/2019,79,30,95,50,80,10,25,95,75,75,0.625,1.875,
Live Oak,2019,312,3,GA06G,Scl-LE48,Scl,LE48,13,8/22/2019,92,0,95,10,80,0,0,95,40,40,0,0,
Live Oak,2019,312,3,GA06G,Scl-LE48,Scl,LE48,13,9/4/2019,105,0,95,5,80,0,0,95,35,35,0,0,
Live Oak,2019,312,3,GA06G,Scl-LE48,Scl,LE48,14,9/18/2019,119,0,95,5,80,0,0,95,15,15,0,0,
Live Oak,2019,313,3,GA06G,Grn-JA25,Grn,JAMA225,44,7/5/2019,44,30,30,10,10,10,30,30,30,30,0.227272727,0.681818182,
Live Oak,2019,313,3,GA06G,Grn-JA25,Grn,JAMA225,5,7/10/2019,49,35,65,40,50,40,40,70,55,50,8,7,
Live Oak,2019,313,3,GA06G,Grn-JA25,Grn,JAMA225,14,7/24/2019,63,20,85,40,65,15,15,85,75,75,1.071428571,1.428571429,
Live Oak,2019,313,3,GA06G,Grn-JA25,Grn,JAMA225,16,8/9/2019,79,10,95,35,70,5,10,95,60,60,0.3125,0.625,
Live Oak,2019,313,3,GA06G,Grn-JA25,Grn,JAMA225,13,8/22/2019,92,0,95,5,70,0,0,95,50,50,0,0,
Live Oak,2019,313,3,GA06G,Grn-JA25,Grn,JAMA225,13,9/4/2019,105,0,95,5,70,0,0,95,60,60,0,0,
Live Oak,2019,313,3,GA06G,Grn-JA25,Grn,JAMA225,14,9/18/2019,119,5,100,5,75,5,5,100,85,85,0.357142857,0.357142857,
Live Oak,2019,314,3,GA06G,Cont-Grn,G_c,0,44,7/5/2019,44,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,314,3,GA06G,Cont-Grn,G_c,0,5,7/10/2019,49,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,314,3,GA06G,Cont-Grn,G_c,0,14,7/24/2019,63,5,5,5,5,5,5,5,5,5,0.357142857,0.357142857,
Live Oak,2019,314,3,GA06G,Cont-Grn,G_c,0,16,8/9/2019,79,10,15,15,15,10,10,15,15,15,0.625,0.625,
Live Oak,2019,314,3,GA06G,Cont-Grn,G_c,0,13,8/22/2019,92,0,15,0,15,0,0,15,0,0,0,0,
Live Oak,2019,314,3,GA06G,Cont-Grn,G_c,0,13,9/4/2019,105,5,20,0,15,0,5,20,5,5,0,0.384615385,
Live Oak,2019,314,3,GA06G,Cont-Grn,G_c,0,14,9/18/2019,119,0,20,0,15,0,0,20,0,0,0,0,
Live Oak,2019,315,3,GA06G,Grn-MA22,Grn,MA22,44,7/5/2019,44,55,55,25,25,25,60,60,60,55,0.568181818,1.25,
Live Oak,2019,315,3,GA06G,Grn-MA22,Grn,MA22,5,7/10/2019,49,25,80,25,45,20,20,80,55,55,4,5,
Live Oak,2019,315,3,GA06G,Grn-MA22,Grn,MA22,14,7/24/2019,63,15,95,20,55,10,15,95,90,90,0.714285714,1.071428571,
Live Oak,2019,315,3,GA06G,Grn-MA22,Grn,MA22,16,8/9/2019,79,5,100,0,55,0,5,100,65,65,0,0.3125,
Live Oak,2019,315,3,GA06G,Grn-MA22,Grn,MA22,13,8/22/2019,92,0,100,0,55,0,0,100,50,50,0,0,
Live Oak,2019,315,3,GA06G,Grn-MA22,Grn,MA22,13,9/4/2019,105,0,100,5,55,0,0,100,75,75,0,0,
Live Oak,2019,315,3,GA06G,Grn-MA22,Grn,MA22,14,9/18/2019,119,0,100,25,55,0,0,100,90,110,0,0,
Live Oak,2019,316,3,GA06G,Control,Con,0,44,7/5/2019,44,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,316,3,GA06G,Control,Con,0,5,7/10/2019,49,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,316,3,GA06G,Control,Con,0,14,7/24/2019,63,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,316,3,GA06G,Control,Con,0,16,8/9/2019,79,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,316,3,GA06G,Control,Con,0,13,8/22/2019,92,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,316,3,GA06G,Control,Con,0,13,9/4/2019,105,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,316,3,GA06G,Control,Con,0,14,9/18/2019,119,15,15,5,5,5,15,15,15,15,0.357142857,1.071428571,
Live Oak,2019,401,4,TUF297,Scl-LE48,Scl,LE48,44,7/5/2019,44,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,401,4,TUF297,Scl-LE48,Scl,LE48,5,7/10/2019,49,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,401,4,TUF297,Scl-LE48,Scl,LE48,14,7/24/2019,63,50,50,60,60,60,60,60,60,50,4.285714286,3.571428571,
Live Oak,2019,401,4,TUF297,Scl-LE48,Scl,LE48,16,8/9/2019,79,15,65,25,65,5,10,70,40,40,0.3125,0.9375,
Live Oak,2019,401,4,TUF297,Scl-LE48,Scl,LE48,13,8/22/2019,92,0,65,0,65,0,0,70,0,0,0,0,
Live Oak,2019,401,4,TUF297,Scl-LE48,Scl,LE48,13,9/4/2019,105,0,65,0,65,0,0,70,0,0,0,0,
Live Oak,2019,401,4,TUF297,Scl-LE48,Scl,LE48,14,9/18/2019,119,0,65,0,65,0,0,70,0,0,0,0,
Live Oak,2019,402,4,TUF297,Scl-JA25,Scl,JAMA225,44,7/5/2019,44,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,402,4,TUF297,Scl-JA25,Scl,JAMA225,5,7/10/2019,49,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,402,4,TUF297,Scl-JA25,Scl,JAMA225,14,7/24/2019,63,0,0,5,5,5,5,5,5,0,0.357142857,0,
Live Oak,2019,402,4,TUF297,Scl-JA25,Scl,JAMA225,16,8/9/2019,79,0,0,0,5,0,0,5,0,0,0,0,
Live Oak,2019,402,4,TUF297,Scl-JA25,Scl,JAMA225,13,8/22/2019,92,0,0,0,5,0,0,5,0,0,0,0,
Live Oak,2019,402,4,TUF297,Scl-JA25,Scl,JAMA225,13,9/4/2019,105,0,0,0,5,0,0,5,0,0,0,0,
Live Oak,2019,402,4,TUF297,Scl-JA25,Scl,JAMA225,14,9/18/2019,119,0,0,0,5,0,0,5,0,0,0,0,
Live Oak,2019,403,4,TUF297,Control,Con,0,44,7/5/2019,44,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,403,4,TUF297,Control,Con,0,5,7/10/2019,49,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,403,4,TUF297,Control,Con,0,14,7/24/2019,63,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,403,4,TUF297,Control,Con,0,16,8/9/2019,79,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,403,4,TUF297,Control,Con,0,13,8/22/2019,92,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,403,4,TUF297,Control,Con,0,13,9/4/2019,105,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,403,4,TUF297,Control,Con,0,14,9/18/2019,119,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,404,4,TUF297,Scl-MA22,Scl,MA22,44,7/5/2019,44,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,404,4,TUF297,Scl-MA22,Scl,MA22,5,7/10/2019,49,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,404,4,TUF297,Scl-MA22,Scl,MA22,14,7/24/2019,63,45,45,60,60,60,60,60,60,45,4.285714286,3.214285714,
Live Oak,2019,404,4,TUF297,Scl-MA22,Scl,MA22,16,8/9/2019,79,0,45,0,60,0,0,60,0,0,0,0,
Live Oak,2019,404,4,TUF297,Scl-MA22,Scl,MA22,13,8/22/2019,92,0,45,0,60,0,0,60,0,0,0,0,
Live Oak,2019,404,4,TUF297,Scl-MA22,Scl,MA22,13,9/4/2019,105,0,45,0,60,0,0,60,0,0,0,0,
Live Oak,2019,404,4,TUF297,Scl-MA22,Scl,MA22,14,9/18/2019,119,0,45,0,60,0,0,60,0,0,0,0,
Live Oak,2019,405,4,TUF297,Grn-JA25,Grn,JAMA225,44,7/5/2019,44,15,15,5,5,5,15,15,15,15,0.113636364,0.340909091,
Live Oak,2019,405,4,TUF297,Grn-JA25,Grn,JAMA225,5,7/10/2019,49,0,15,0,5,0,0,15,0,0,0,0,
Live Oak,2019,405,4,TUF297,Grn-JA25,Grn,JAMA225,14,7/24/2019,63,5,20,5,10,5,5,20,5,5,0.357142857,0.357142857,
Live Oak,2019,405,4,TUF297,Grn-JA25,Grn,JAMA225,16,8/9/2019,79,0,20,0,10,0,0,20,0,0,0,0,
Live Oak,2019,405,4,TUF297,Grn-JA25,Grn,JAMA225,13,8/22/2019,92,20,40,0,10,0,20,40,30,30,0,1.538461538,
Live Oak,2019,405,4,TUF297,Grn-JA25,Grn,JAMA225,13,9/4/2019,105,0,40,0,10,0,0,40,0,0,0,0,
Live Oak,2019,405,4,TUF297,Grn-JA25,Grn,JAMA225,14,9/18/2019,119,0,40,0,10,0,0,40,10,10,0,0,
Live Oak,2019,406,4,TUF297,Grn-MA22,Grn,MA22,44,7/5/2019,44,20,20,15,15,15,20,20,20,20,0.340909091,0.454545455,
Live Oak,2019,406,4,TUF297,Grn-MA22,Grn,MA22,5,7/10/2019,49,0,20,0,15,0,0,20,0,0,0,0,
Live Oak,2019,406,4,TUF297,Grn-MA22,Grn,MA22,14,7/24/2019,63,5,25,15,25,10,10,30,15,10,0.714285714,0.357142857,
Live Oak,2019,406,4,TUF297,Grn-MA22,Grn,MA22,16,8/9/2019,79,35,60,45,60,35,30,60,45,45,2.1875,2.1875,
Live Oak,2019,406,4,TUF297,Grn-MA22,Grn,MA22,13,8/22/2019,92,5,65,0,60,0,5,65,15,15,0,0.384615385,
Live Oak,2019,406,4,TUF297,Grn-MA22,Grn,MA22,13,9/4/2019,105,15,80,10,60,0,15,80,45,45,0,1.153846154,
Live Oak,2019,406,4,TUF297,Grn-MA22,Grn,MA22,14,9/18/2019,119,0,80,0,60,0,0,80,0,0,0,0,
Live Oak,2019,407,4,TUF297,Grn-LE48,Grn,LE48,44,7/5/2019,44,5,5,5,5,5,5,5,5,5,0.113636364,0.113636364,
Live Oak,2019,407,4,TUF297,Grn-LE48,Grn,LE48,5,7/10/2019,49,0,5,25,30,25,25,30,25,0,5,0,
Live Oak,2019,407,4,TUF297,Grn-LE48,Grn,LE48,14,7/24/2019,63,50,55,45,60,30,30,60,50,50,2.142857143,3.571428571,
Live Oak,2019,407,4,TUF297,Grn-LE48,Grn,LE48,16,8/9/2019,79,15,70,0,60,0,15,75,30,30,0,0.9375,
Live Oak,2019,407,4,TUF297,Grn-LE48,Grn,LE48,13,8/22/2019,92,0,70,0,60,0,0,75,0,0,0,0,
Live Oak,2019,407,4,TUF297,Grn-LE48,Grn,LE48,13,9/4/2019,105,10,80,0,60,0,5,80,25,25,0,0.769230769,
Live Oak,2019,407,4,TUF297,Grn-LE48,Grn,LE48,14,9/18/2019,119,0,80,5,65,5,0,80,25,25,0.357142857,0,
Live Oak,2019,408,4,TUF297,Cont-Grn,G_c,0,44,7/5/2019,44,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,408,4,TUF297,Cont-Grn,G_c,0,5,7/10/2019,49,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,408,4,TUF297,Cont-Grn,G_c,0,14,7/24/2019,63,25,25,50,50,50,50,50,50,25,3.571428571,1.785714286,
Live Oak,2019,408,4,TUF297,Cont-Grn,G_c,0,16,8/9/2019,79,15,40,15,60,10,10,60,20,20,0.625,0.9375,
Live Oak,2019,408,4,TUF297,Cont-Grn,G_c,0,13,8/22/2019,92,0,40,0,60,0,0,60,0,0,0,0,
Live Oak,2019,408,4,TUF297,Cont-Grn,G_c,0,13,9/4/2019,105,15,55,5,60,0,10,70,20,20,0,1.153846154,
Live Oak,2019,408,4,TUF297,Cont-Grn,G_c,0,14,9/18/2019,119,0,55,0,60,0,0,70,0,0,0,0,
Live Oak,2019,409,4,GA06G,Grn-LE48,Grn,LE48,44,7/5/2019,44,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,409,4,GA06G,Grn-LE48,Grn,LE48,5,7/10/2019,49,0,0,0,0,0,0,0,0,0,0,0,
Live Oak,2019,409,4,GA06G,Grn-LE48,Grn,LE48,14,7/24/2019,63,55,55,60,60,60,60,60,60,55,4.285714286,3.928571429,
Live Oak,2019,409,4,GA06G,Grn-LE48,Grn,LE48,16,8/9/2019,79,10,65,0,60,0,10,70,60,60,0,0.625,
